x Copy-elision
Q1.1  2.07
Q1.2  1.86
Q1.3  1.80
Q2.1  1.03
Q2.2  0.93
Q2.3  0.98
Q3.1  1.00
Q3.2  1.32
Q3.3  0.76
Q3.4  0.97
Q4.1  0.98
Q4.2  1.06
Q4.3  1.03
